time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1686333257785000000,136.459,0,0,1,14.9399995803833,0.0032855491153895855,0,69.0999984741211,4.864122,52.3343467
1686333262801000000,141.475,0,0,1,15.026000022888184,0.006107664201408625,0,69.0999984741211,4.8641216,52.3343469
1686333267820000000,146.494,0,0,1,14.682000160217285,0.04457354173064232,0,69.0999984741211,4.8641248,52.3343458
1686333272821000000,151.495,0,0,1,14.51200008392334,0.0043907747603952885,0,69.0999984741211,4.8641242,52.3343459
1686333277874000000,156.54799975585937,0,0,1,14.604000091552734,0.013931963592767715,0,69.0999984741211,4.8641239,52.3343452
1686333282871000000,161.545,0,0,1,14.45199966430664,0.010712593793869019,0,69.0999984741211,4.8641245,52.3343457
1686333287881000000,166.555,0,0,1,15.151000022888184,0.05419021472334862,0,69.0999984741211,4.8641268,52.3343478
1686333292914000000,171.58799975585939,0,0,1,14.678999900817871,0.15748992562294006,182.92507934570312,69.0999984741211,4.864126,52.3343399
1686333297915000000,176.589,0,0,1,14.045000076293945,0.09209234267473221,0,69.0999984741211,4.8641242,52.3343449
1686333302931000000,181.605,0,0,1,14.265000343322754,0.02194589003920555,0,69.0999984741211,4.8641254,52.3343454
1686333307937000000,186.611,0,0,1,14.48900032043457,0.022256921976804733,0,69.0999984741211,4.8641257,52.3343464
1686333312969000000,191.643,0,0,1,14.630999565124512,0.02685261145234108,0,69.0999984741211,4.8641275,52.3343456
1686333317997000000,196.671,0,0,1,14.265000343322754,0.022415222600102425,0,69.0999984741211,4.8641256,52.3343453
1686333323013000000,201.687,0,0,1,14.42199993133545,0.014230942353606224,0,69.0999984741211,4.8641254,52.334346
1686333328031000000,206.705,0,0,1,14.470999717712402,0.012289794161915779,0,69.0999984741211,4.8641244,52.334346
1686333333046000000,211.72000024414064,0,0,1,14.51200008392334,0.006548874545842409,0,69.0999984741211,4.8641241,52.3343458
1686333338057000000,216.731,0,0,1,14.437999725341797,0.009420684538781643,0,69.0999984741211,4.8641238,52.3343454
1686333343077000000,221.751,0,0,1,14.713000297546387,0.04389842227101326,0,69.0999984741211,4.8641272,52.3343461
1686333348110000000,226.78400024414063,0,0,1.033495306968689,14.232000350952148,0.18832629919052124,234.72645568847656,69.0999984741211,4.8641145,52.3343407
1686333353116000000,231.79,0,0,1,14.300999641418457,0.14410996437072754,50.76776123046875,69.0999984741211,4.8641244,52.3343455
1686333358138000000,236.81199975585938,0,0,1,14.401000022888184,0.011484804563224316,0,69.0999984741211,4.8641245,52.3343454
1686333363081000000,241.755,0,0,1,14.479000091552734,0.012173623777925968,0,69.0999984741211,4.8641244,52.334346
1686333368181000000,246.855,0,0,1,14.842000007629395,0.11321143805980682,165.5626983642578,69.0999984741211,4.8641267,52.3343405
1686333373182000000,251.85600024414063,0,0,1.4304606914520264,16.999000549316406,1.05842125415802,347.70050048828125,69.0999984741211,4.8641085,52.3343915
1686333378216000000,256.89,0,0,1,14.685999870300293,0.8976012468338013,171.07408142089844,69.0999984741211,4.8641216,52.3343422
1686333383238000000,261.91200024414064,0,0,1,14.883000373840332,0.1362280547618866,177.61241149902344,69.0999984741211,4.8641212,52.334339
1686333388238000000,266.91200024414064,0,0,1.8296525478363037,16.253000259399414,0.975322425365448,350.8480529785156,69.0999984741211,4.8641088,52.3343867
1686333393270000000,271.9440002441406,0,0,1,14.456999778747559,0.6985862255096436,164.22613525390625,69.0999984741211,4.8641256,52.3343481
1686333398288000000,276.962,0,0,1,14.571000099182129,0.13045620918273926,159.33810424804688,69.0999984741211,4.8641281,52.3343447
1686333403289000000,281.963,0,0,1,14.647000312805176,0.10508266091346741,163.4365692138672,69.0999984741211,4.8641302,52.3343403
1686333408322000000,286.9959997558594,0,0,1,14.458999633789062,0.05490066111087799,0,69.0999984741211,4.8641278,52.3343383
1686333413324000000,291.998,0,0,1,14.553999900817871,0.029510539025068283,0,69.0999984741211,4.8641257,52.3343388
1686333418356000000,297.03,0,0,1,14.57800006866455,0.011126752011477947,0,69.0999984741211,4.8641251,52.334339
1686333423375000000,302.049,0,0,1,14.506999969482422,0.0055924393236637115,0,69.0999984741211,4.8641255,52.3343388
1686333428383000000,307.057,0,0,1,15.102999687194824,0.15030820667743683,10.074325561523438,69.0999984741211,4.8641275,52.3343461
1686333433398000000,312.0720002441406,0,0,1,14.57800006866455,0.1413719803094864,189.868896484375,69.0999984741211,4.8641254,52.3343386
1686333438424000000,317.098,0,0,1,14.581999778747559,0.12672986090183258,7.517079830169678,69.0999984741211,4.8641269,52.3343453
1686333443457000000,322.131,0,0,1,14.456999778747559,0.02673742175102234,0,69.0999984741211,4.8641265,52.3343461
1686333448476000000,327.15,0,0,1,14.57800006866455,0.13302217423915863,182.9893798828125,69.0999984741211,4.864126,52.3343395
1686333453489000000,332.163,0,0,1,14.809000015258789,0.014607192017138004,0,69.0999984741211,4.8641272,52.3343403
1686333458497000000,337.171,0,0,1,15.038000106811523,0.10233332216739655,7.280069351196289,69.0999984741211,4.8641281,52.3343453
1686333463515000000,342.189,0,0,1,15.005999565124512,0.09907866269350052,0,69.0999984741211,4.8641226,52.3343413
1686333468534000000,347.20800024414064,0,0,1,14.987000465393066,0.005739106796681881,0,69.0999984741211,4.8641232,52.3343413
1686333473551000000,352.225,0,0,1,14.468000411987305,0.08418132364749908,0,69.0999984741211,4.8641293,52.3343395
1686333478568000000,357.242,0,0,1,14.925999641418457,0.052803587168455124,0,69.0999984741211,4.8641247,52.3343402
1686333483586000000,362.2599997558594,0,0,1,14.484000205993652,0.03827892243862152,0,69.0999984741211,4.8641259,52.3343384
1686333488604000000,367.278,0,0,1,14.807000160217285,0.1651175171136856,359.2847900390625,69.0999984741211,4.8641256,52.3343466
1686333493624000000,372.298,0,0,1,14.506999969482422,0.13301697373390198,183.3723907470703,69.0999984741211,4.864125,52.3343394
1686333498652000000,377.326,0,0,1,14.470000267028809,0.13857854902744293,10.661328315734863,69.0999984741211,4.8641271,52.3343466
1686333503666000000,382.33999975585937,0,0,1,14.645999908447266,0.12808215618133545,172.39076232910156,69.0999984741211,4.8641283,52.3343399
1686333508689000000,387.363,0,0,1,14.656999588012695,0.02215447463095188,0,69.0999984741211,4.8641271,52.3343395
1686333513692000000,392.366,0,0,1,14.484999656677246,0.022817488759756088,0,69.0999984741211,4.8641259,52.3343388
1686333518709000000,397.383,0,0,1,14.553999900817871,0.006785719655454159,0,69.0999984741211,4.8641265,52.3343389
1686333523743000000,402.417,0,0,1,14.645999908447266,0.013648602180182934,0,69.0999984741211,4.8641276,52.334339
1686333528763000000,407.437,0,0,1,14.809000015258789,0.03193385526537895,0,69.0999984741211,4.8641263,52.3343404
1686333533762000000,412.43599975585937,0,0,1,14.701000213623047,0.028678806498646736,0,69.0999984741211,4.8641273,52.334339
1686333538779000000,417.453,0,0,1,14.484000205993652,0.013795453123748302,0,69.0999984741211,4.8641267,52.3343385
1686333543809000000,422.483,0,0,1,14.390000343322754,0.01873033493757248,0,69.0999984741211,4.8641261,52.3343377
1686333548815000000,427.489,0,0,1,14.625,0.15059560537338257,12.210259437561035,69.0999984741211,4.8641287,52.334345
1686333553867000000,432.541,0,0,1,14.571000099182129,0.02420715056359768,0,69.0999984741211,4.8641283,52.3343456
1686333558838000000,437.5120002441406,0,0,1,14.515000343322754,0.13900817930698395,182.0361328125,69.0999984741211,4.8641279,52.3343387
1686333563865000000,442.539,0,0,1,14.484000205993652,0.03130170702934265,0,69.0999984741211,4.8641259,52.3343383
1686333568885000000,447.559,0,0,1,14.571000099182129,0.14489510655403137,11.278295516967773,69.0999984741211,4.8641284,52.3343454
1686333573902000000,452.57600024414063,0,0,1,14.57800006866455,0.13323134183883667,194.36012268066406,69.0999984741211,4.8641255,52.3343385
1686333578915000000,457.589,0,0,1,15.295000076293945,0.041515957564115524,0,69.0999984741211,4.8641225,52.3343385
