"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.135990281E2,-7.070991516E0,4.815522766E1,6.193038940E0
2.136089741E2,-7.096519470E0,4.819603729E1,5.963081360E0
2.136189201E2,-7.075492859E0,4.839675903E1,5.889274597E0
2.136288651E2,-6.962066650E0,4.840093613E1,5.865909576E0
2.136388111E2,-6.920501709E0,4.846630859E1,5.852413177E0
2.136487561E2,-7.028327942E0,4.844491959E1,5.987426758E0
2.136587021E2,-7.023269653E0,4.858747482E1,5.953609467E0
2.136686471E2,-7.001976013E0,4.863594818E1,5.900833130E0
2.136785931E2,-6.979866028E0,4.863897324E1,5.928710938E0
2.136885391E2,-6.997589111E0,4.848704147E1,5.756839752E0
2.136984841E2,-6.953720093E0,4.847817612E1,5.782905579E0
2.137084301E2,-6.869750977E0,4.846215820E1,5.784942627E0
2.137183751E2,-6.885047913E0,4.851657867E1,5.787475586E0
2.137283211E2,-6.911949158E0,4.850743103E1,5.718902588E0
2.137382661E2,-6.892761230E0,4.845187378E1,5.809146881E0
2.137482121E2,-7.043388367E0,4.840498352E1,5.751716614E0
2.137581581E2,-6.909278870E0,4.836955643E1,5.768730164E0
2.137681031E2,-6.904975891E0,4.847050095E1,5.726512909E0
2.137780491E2,-6.920906067E0,4.848665237E1,5.756404877E0
2.137879941E2,-6.782264709E0,4.847418976E1,5.831642151E0
2.137979401E2,-6.748931885E0,4.846411514E1,6.030525208E0
2.138078851E2,-6.781730652E0,4.844788361E1,6.102119446E0
2.138178311E2,-6.756889343E0,4.844023132E1,6.114055634E0
2.138277771E2,-6.741600037E0,4.850584030E1,6.069816589E0
2.138377221E2,-6.768493652E0,4.844197845E1,6.174190521E0
2.138476681E2,-6.641006470E0,4.842205811E1,6.173385620E0
2.138576131E2,-6.622795105E0,4.843144989E1,6.150100708E0
2.138675591E2,-6.599754333E0,4.840742493E1,5.946559906E0
2.138775041E2,-6.621856689E0,4.846364594E1,5.899089813E0
2.138874501E2,-6.727531433E0,4.843458939E1,6.045684814E0
2.138973961E2,-6.748420715E0,4.843643570E1,5.965690613E0
2.139073411E2,-6.741539001E0,4.846527863E1,5.920688629E0
2.139172871E2,-6.780326843E0,4.848913193E1,5.938293457E0
2.139272321E2,-6.902427673E0,4.842856598E1,5.775634766E0
2.139371781E2,-6.888755798E0,4.837701035E1,5.737297058E0
2.139471231E2,-6.750289917E0,4.835427856E1,5.621440887E0
2.139570691E2,-6.719955444E0,4.827050400E1,5.717121124E0
2.139670141E2,-6.610595703E0,4.826511002E1,5.853393555E0
2.139769601E2,-6.610595703E0,4.826511002E1,5.853393555E0
2.139869061E2,-6.711875916E0,4.825720978E1,5.988731384E0
2.139968511E2,-6.787628174E0,4.831359100E1,5.928852081E0
2.140067971E2,-6.792442322E0,4.836132812E1,5.922286987E0
2.140167421E2,-6.621925354E0,4.829669952E1,5.878852844E0
2.140266881E2,-6.575210571E0,4.833107376E1,5.769229889E0
2.140366331E2,-6.560691833E0,4.830915833E1,5.729885101E0
2.140465791E2,-6.610374451E0,4.832828903E1,5.837825775E0
2.140565251E2,-6.627967834E0,4.842334366E1,5.783008575E0
2.140664701E2,-6.708305359E0,4.835762024E1,5.749855042E0
2.140764161E2,-6.717964172E0,4.829121399E1,5.714176178E0
2.140863611E2,-6.754211426E0,4.832304001E1,5.714553833E0
2.140963071E2,-6.699028015E0,4.830604172E1,5.867870331E0
2.141062521E2,-6.594261169E0,4.828608322E1,5.922538757E0
2.141161981E2,-6.627494812E0,4.836338806E1,5.866447449E0
2.141261441E2,-6.727348328E0,4.829442596E1,5.911155701E0
2.141360891E2,-6.780166626E0,4.843070221E1,5.946704865E0
2.141460351E2,-6.816093445E0,4.846252060E1,5.883029938E0
2.141559801E2,-6.843414307E0,4.850712204E1,5.924583435E0
2.141659261E2,-6.863639832E0,4.852316666E1,6.008598328E0
2.141758711E2,-6.861549377E0,4.845153809E1,6.189010620E0
2.141858171E2,-6.891510010E0,4.849842834E1,6.065570831E0
2.141957631E2,-6.848251343E0,4.835640717E1,6.106067657E0
2.142057081E2,-6.758628845E0,4.837789917E1,5.933113098E0
2.142156541E2,-6.806358337E0,4.843558502E1,6.047508240E0
2.142255991E2,-6.806701660E0,4.845820236E1,6.066211700E0
2.142355451E2,-6.769874573E0,4.843444824E1,6.168666840E0
2.142454901E2,-6.784820557E0,4.843588257E1,6.241687775E0
2.142554361E2,-6.797821045E0,4.837468338E1,6.254837036E0
2.142653821E2,-6.688522339E0,4.832609940E1,6.151550293E0
2.142753278E2,-6.705276489E0,4.833506393E1,6.150894165E0
2.142852738E2,-6.860893250E0,4.834997177E1,6.153697968E0
