"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.694314208E0,-3.351829834E0,-9.190288696E0,2.484832764E-1
2.704259208E0,-3.367098083E0,-9.216633911E0,2.520758057E-1
2.714205208E0,-3.378923492E0,-9.241332550E0,2.562670898E-1
2.724150208E0,-3.342698822E0,-9.251212006E0,2.442919922E-1
2.734095208E0,-3.328628082E0,-9.276060333E0,2.487826538E-1
2.744041208E0,-3.321742401E0,-9.312135315E0,3.104544067E-1
2.753986208E0,-3.318449249E0,-9.322314148E0,2.570155334E-1
2.763931208E0,-3.311713257E0,-9.323212280E0,2.294728088E-1
2.773877208E0,-3.294049988E0,-9.307345276E0,2.384541321E-1
2.783822208E0,-3.255130920E0,-9.304950256E0,2.233355713E-1
2.793767208E0,-3.228336639E0,-9.298813019E0,2.182461548E-1
2.803713208E0,-3.196153564E0,-9.308692474E0,2.179467773E-1
2.813658208E0,-3.199446716E0,-9.327253876E0,2.029779053E-1
2.823603208E0,-3.219804382E0,-9.340725861E0,1.833686829E-1
2.833548208E0,-3.215613098E0,-9.342671814E0,1.556762695E-1
2.843494208E0,-3.209475861E0,-9.302854614E0,1.416055298E-1
2.853439208E0,-3.199895782E0,-9.269324341E0,1.441502380E-1
2.863384208E0,-3.195704498E0,-9.263037415E0,1.565744019E-1
2.873330208E0,-3.194806366E0,-9.263636169E0,1.419049072E-1
2.883275208E0,-3.207529907E0,-9.252708893E0,1.184037781E-1
2.893220208E0,-3.249143372E0,-9.231602783E0,1.113684082E-1
2.903166208E0,-3.308270416E0,-9.219777374E0,1.252894592E-1
2.913111208E0,-3.361409912E0,-9.217232666E0,1.308279419E-1
2.923056208E0,-3.392694855E0,-9.225914612E0,1.109193420E-1
2.933002208E0,-3.373385010E0,-9.204958191E0,9.954299927E-2
2.942947208E0,-3.340453491E0,-9.204359436E0,1.121168518E-1
2.952892208E0,-3.314707031E0,-9.232800293E0,1.184037781E-1
2.962838208E0,-3.276386719E0,-9.276808777E0,1.457968140E-1
2.972783083E0,-3.250041504E0,-9.332343292E0,1.616638184E-1
2.982728083E0,-3.201692047E0,-9.396859131E0,1.916015625E-1
2.992674083E0,-3.146905975E0,-9.414672089E0,2.165995789E-1
3.002619083E0,-3.109932861E0,-9.394164734E0,2.366578674E-1
3.012564083E0,-3.097808075E0,-9.380093994E0,2.698887634E-1
3.022510083E0,-3.089874573E0,-9.279353485E0,2.776725769E-1
3.032455083E0,-3.118614807E0,-9.293424225E0,2.794688416E-1
3.042400083E0,-3.198249207E0,-9.426946564E0,3.058140564E-1
3.052346083E0,-3.253334656E0,-9.307944031E0,3.034190369E-1
3.062291083E0,-3.248394928E0,-9.249715118E0,2.963836670E-1
3.072236083E0,-3.214265900E0,-9.234895935E0,2.977308655E-1
3.082181083E0,-3.219505005E0,-9.192833405E0,2.853067017E-1
3.092127083E0,-3.263363800E0,-9.185348969E0,2.817141724E-1
3.102072083E0,-3.310815125E0,-9.213640137E0,3.014730835E-1
3.112017083E0,-3.322790222E0,-9.239536285E0,3.275189209E-1
3.121963083E0,-3.306324463E0,-9.265881500E0,3.200344849E-1
3.131908083E0,-3.273542633E0,-9.289981384E0,2.923420715E-1
3.141853083E0,-3.269351349E0,-9.297316132E0,2.597099304E-1
3.151799083E0,-3.269351349E0,-9.281748505E0,2.677931213E-1
3.161744083E0,-3.249592438E0,-9.280850372E0,2.782713318E-1
3.171689083E0,-3.216810608E0,-9.277557220E0,2.644999695E-1
3.181635083E0,-3.208577728E0,-9.264234924E0,2.456391907E-1
3.191580083E0,-3.213068390E0,-9.262738037E0,2.421963501E-1
3.201525083E0,-3.225642242E0,-9.274114380E0,2.585124207E-1
3.211471083E0,-3.238365784E0,-9.279952240E0,2.616558838E-1
3.221416083E0,-3.231031036E0,-9.285790100E0,2.600093079E-1
3.231361083E0,-3.231779480E0,-9.248367920E0,2.555186462E-1
3.241307083E0,-3.208428040E0,-9.023086395E0,2.495310974E-1
3.251252083E0,-3.242557068E0,-9.423653412E0,3.056643677E-1
3.261197083E0,-3.279679871E0,-9.359137573E0,2.903961182E-1
3.271143083E0,-3.247347107E0,-9.249266052E0,2.573149109E-1
3.281088083E0,-3.206781464E0,-9.272617493E0,2.679428101E-1
3.291033083E0,-3.222349091E0,-9.260193329E0,2.642005920E-1
3.300979083E0,-3.250340881E0,-9.268575897E0,2.490820312E-1
3.310924083E0,-3.265908508E0,-9.272018738E0,2.802172852E-1
3.320869083E0,-3.251388702E0,-9.256151733E0,3.194357300E-1
3.330815083E0,-3.218457184E0,-9.248667297E0,3.097059631E-1
3.340760083E0,-3.224444733E0,-9.260043640E0,2.856060791E-1
3.350705083E0,-3.237018585E0,-9.259893951E0,2.806663513E-1
3.360650083E0,-3.235671387E0,-9.262139282E0,2.737806702E-1
3.370596083E0,-3.228037262E0,-9.261390839E0,2.640509033E-1
3.380541083E0,-3.226540375E0,-9.248517609E0,2.565664673E-1
3.390486083E0,-3.234324188E0,-9.239536285E0,2.811154175E-1
3.400432083E0,-3.236719208E0,-9.234895935E0,2.856060791E-1
3.410377083E0,-3.233575745E0,-9.197473755E0,2.875520325E-1
3.420322083E0,-3.198698273E0,-9.030271454E0,2.989283752E-1
3.430268083E0,-3.274590454E0,-9.386380920E0,3.345542908E-1
3.440213083E0,-3.285368042E0,-9.377399597E0,3.415896606E-1
3.450158083E0,-3.286715240E0,-9.242230682E0,2.829116821E-1
3.460104083E0,-3.206482086E0,-9.285191345E0,2.909948730E-1
3.470049083E0,-3.205284576E0,-9.287586365E0,2.719844055E-1
3.479994083E0,-3.219355316E0,-9.295220490E0,2.573149109E-1
3.489940083E0,-3.227887573E0,-9.281898193E0,2.755769348E-1
3.499885083E0,-3.225342865E0,-9.264534302E0,2.992277527E-1
3.509830083E0,-3.196752319E0,-9.245074768E0,3.143463135E-1
3.519776083E0,-3.183280334E0,-9.246272278E0,3.106040955E-1
3.529721083E0,-3.194956055E0,-9.244176636E0,2.944377136E-1
3.539666083E0,-3.204985199E0,-9.253008270E0,3.100053406E-1
3.549612083E0,-3.228336639E0,-9.234297180E0,3.204835510E-1
3.559557083E0,-3.229983215E0,-9.211394806E0,3.317102051E-1
3.569502083E0,-3.225941620E0,-9.173972626E0,3.438349915E-1
3.579448083E0,-3.234174500E0,-9.040001221E0,3.393443298E-1
3.589393083E0,-3.263064423E0,-9.323212280E0,3.718267822E-1
3.599338083E0,-3.311563568E0,-9.441616058E0,3.818559265E-1
3.609283083E0,-3.322341156E0,-9.294921112E0,3.498225403E-1
3.619229083E0,-3.256777496E0,-9.227112122E0,3.820056152E-1
3.629174083E0,-3.254232788E0,-9.240883484E0,4.099974060E-1
3.639120083E0,-3.247047729E0,-9.281449127E0,3.992198181E-1
3.649065083E0,-3.234773254E0,-9.282646637E0,3.823049927E-1
3.659010083E0,-3.191363525E0,-9.113049316E0,3.594026184E-1
3.668955083E0,-3.158282318E0,-9.088051300E0,3.561094666E-1
3.678901083E0,-3.201093292E0,-9.431437225E0,4.294569397E-1
3.688846083E0,-3.228935394E0,-9.476792908E0,3.799099731E-1
3.698791083E0,-3.206033020E0,-9.313033447E0,3.197351074E-1
3.708737083E0,-3.173101501E0,-9.244026947E0,3.471281433E-1
3.718682083E0,-3.167263641E0,-9.241482239E0,3.701802063E-1
3.728627083E0,-3.194207611E0,-9.259893951E0,3.722758484E-1
3.738573083E0,-3.211571503E0,-9.263636169E0,3.607498169E-1
