"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.611817792E0,9.497798979E-2,6.360669434E-2,4.835159332E-2
3.621761792E0,1.447656751E-1,7.065992057E-2,5.869845301E-2
3.631705792E0,1.805604249E-1,8.033784479E-2,6.710844487E-2
3.641650250E0,1.998318285E-1,8.618170023E-2,6.101784483E-2
3.651594250E0,2.028534561E-1,8.572922647E-2,4.677232727E-2
3.661538250E0,1.903415024E-1,7.588951290E-2,4.436322302E-2
3.671482250E0,1.698282361E-1,6.033851206E-2,3.764806315E-2
3.681426250E0,1.385986656E-1,2.994916588E-2,4.298550636E-2
3.691370250E0,1.100743413E-1,-2.903855871E-3,4.860850424E-2
3.701315250E0,7.915215194E-2,-2.963769436E-2,5.613765493E-2
3.711259250E0,5.072849989E-2,-3.990551084E-2,5.690784380E-2
3.721203250E0,3.953540698E-2,-4.304638505E-2,5.545638129E-2
3.731147250E0,2.612000331E-2,-2.338480018E-2,5.382972211E-2
3.741091250E0,2.325846627E-2,-2.100910619E-2,5.802750960E-2
3.751035250E0,1.443807688E-2,-3.138851002E-2,5.321677402E-2
3.760980250E0,-2.303576795E-3,-4.536288232E-2,5.183765292E-2
3.770924250E0,-2.461474016E-2,-5.186206102E-2,5.065680668E-2
3.780868250E0,-5.111467838E-2,-5.293738469E-2,5.478704721E-2
3.790812250E0,-8.339325339E-2,-5.109474435E-2,6.549295038E-2
