"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.557736875E0,1.792078042E-1,-1.583162874E-1,6.670503616E-3
2.567680875E0,1.592038947E-1,-1.422075006E-1,5.864347994E-2
2.577624875E0,1.993345052E-1,-1.354361326E-1,8.565001488E-2
2.587568875E0,1.820454580E-1,-7.871814072E-2,7.341413140E-2
2.597512875E0,1.151737761E-1,2.143238425E-2,8.216975212E-2
2.607456875E0,7.867604077E-2,8.687880725E-2,1.345637280E-1
2.617401875E0,9.583761871E-2,1.042555627E-1,8.632946134E-2
2.627345875E0,4.869912028E-2,1.796551162E-1,5.845695376E-2
2.637289875E0,3.106859565E-2,1.638255340E-1,-2.591485977E-3
2.647234792E0,1.833160579E-2,2.033430639E-1,-6.826975107E-2
2.657178792E0,3.460908473E-2,1.779740417E-1,-6.989761591E-2
2.667122792E0,-2.021967173E-3,1.842293930E-1,-1.170314366E-1
2.677066792E0,-3.208308756E-2,1.439756986E-1,-1.499173468E-1
2.687011792E0,-6.600278556E-2,9.805575997E-2,-1.170717824E-1
2.696955792E0,-7.533728063E-2,-1.366815895E-2,-6.586479127E-2
2.706899792E0,-1.605972862E-1,-1.021508574E-3,-9.593526721E-2
2.716843792E0,-1.762479436E-1,-9.973888099E-3,-7.358077705E-2
2.726787792E0,-1.932153940E-1,-6.626912624E-2,-1.164005220E-2
2.736731792E0,-1.601663464E-1,-8.161631316E-2,-4.677772522E-6
2.746675792E0,-1.046943963E-1,-4.970630318E-2,3.710292220E-2
2.756619792E0,-7.709378421E-2,4.062908560E-2,5.302956820E-2
2.766564792E0,-2.591135144E-2,1.485862282E-1,5.029248655E-2
2.776508792E0,5.169055581E-2,1.181886005E-1,9.190887451E-2
2.786452792E0,1.415014493E-1,2.899458826E-2,1.128495079E-1
2.796396792E0,1.742160362E-1,8.745329618E-2,5.845753849E-2
2.806340792E0,1.672695440E-1,8.861923099E-2,1.671777427E-2
2.816284792E0,2.322841501E-1,-1.845381260E-3,2.148851752E-2
2.826228792E0,3.634968388E-1,1.017123163E-3,1.307378948E-2
2.836173792E0,2.958889925E-1,-4.750716537E-2,3.341683745E-3
2.846117792E0,2.664850992E-1,-1.699876222E-1,6.318793595E-2
2.856061792E0,2.592795753E-1,-2.170568311E-1,1.271126211E-1
2.866005792E0,2.434225112E-1,-2.923330083E-1,2.083205062E-1
2.875949792E0,2.102945262E-1,-2.940582293E-1,2.319795102E-1
2.885893792E0,1.927166265E-1,-3.563725913E-1,3.152198875E-1
2.895837792E0,1.830739832E-1,-4.082613677E-1,3.451231331E-1
2.905782792E0,2.177994275E-1,-3.918973500E-1,3.850338882E-1
2.915726792E0,2.227625442E-1,-3.661605379E-1,4.061119312E-1
2.925670792E0,2.048180240E-1,-3.255446085E-1,3.649931413E-1
2.935614792E0,1.828412640E-1,-2.869734505E-1,3.391086870E-1
2.945558792E0,1.484122735E-1,-2.445036614E-1,2.905253416E-1
2.955502792E0,8.934136212E-2,-2.471767160E-1,1.667041183E-1
2.965446792E0,4.330974162E-2,-2.514779279E-1,4.124976754E-2
2.975391792E0,-2.842331529E-3,-2.507177898E-1,-6.996719778E-2
2.985335792E0,-4.049840033E-2,-2.303688946E-1,-1.486145872E-1
2.995279792E0,-1.020274812E-1,-1.460768956E-1,-1.662854576E-1
3.005223792E0,-1.227921134E-1,-5.624787569E-2,-1.719192499E-1
3.015167792E0,-1.470896333E-1,3.075255364E-2,-1.208911836E-1
3.025111792E0,-1.365085119E-1,1.006566015E-1,-8.337778687E-2
3.035056792E0,-1.303841382E-1,1.176553345E-1,-5.952173173E-2
3.045000792E0,-7.816733301E-2,1.698329633E-1,-2.847009301E-2
3.054944792E0,-2.964830697E-2,1.696674871E-1,1.980393469E-2
3.064888792E0,2.418525338E-2,1.370297912E-1,3.113700807E-2
3.074832792E0,2.429868937E-2,1.504532441E-1,1.417306602E-2
3.084776792E0,5.475332737E-3,1.314281586E-1,-4.919087112E-2
3.094720792E0,2.078275859E-2,9.461291939E-2,-8.804094136E-2
3.104665792E0,6.550635695E-2,1.137300986E-1,-7.744344771E-2
3.114609792E0,8.607335329E-2,9.710821867E-2,-6.892522395E-2
3.124553792E0,5.445219576E-2,8.570965648E-2,-2.528277576E-2
3.134497792E0,-9.399399161E-3,1.711401084E-1,4.195084870E-2
3.144441792E0,-7.348078966E-2,2.067370802E-1,2.712698758E-2
3.154385792E0,-7.380881846E-2,1.606993201E-1,1.927710056E-2
3.164330792E0,-8.525766671E-2,1.141066593E-1,-2.824205160E-3
3.174274792E0,-6.438603044E-2,7.476571530E-2,-2.500269413E-2
3.184218792E0,-4.697594583E-2,1.073782682E-2,-5.540061414E-2
3.194162792E0,-4.480779827E-2,-2.159289032E-2,-1.381053865E-2
3.204106792E0,-1.130617619E-2,-2.553069770E-2,1.355326116E-2
3.214050792E0,-1.454202533E-3,-8.292492002E-2,3.737715662E-2
3.223995792E0,-3.174044073E-2,-1.005914050E-1,1.091470510E-1
3.233939792E0,1.077232540E-2,-1.149837416E-1,1.349408734E-1
3.243883792E0,2.830052376E-4,-1.214557323E-1,1.128939468E-1
3.253827792E0,1.424849510E-2,-1.536434850E-1,1.226003247E-1
3.263771792E0,-1.549278259E-2,-1.677528164E-1,1.344859600E-1
3.273715792E0,1.495893180E-2,-1.531654751E-1,1.565176839E-1
3.283659792E0,5.470421076E-2,-1.390152133E-1,8.892036259E-2
3.293604792E0,2.054828525E-2,-1.585764885E-1,7.327321351E-2
3.303548792E0,1.405085921E-2,-1.712827805E-1,1.064853984E-1
3.313492792E0,-1.757965386E-2,-1.030855349E-1,1.279470187E-1
3.323436792E0,-6.131390333E-3,-8.337720215E-2,1.000101918E-1
3.333380792E0,-1.055422425E-2,-9.213545412E-2,6.606008828E-2
3.343324792E0,-6.437492073E-2,-7.690988928E-2,-1.564422548E-2
3.353269792E0,-1.135307086E-1,-3.053796083E-2,-1.222348738E-1
3.363213792E0,-1.169185853E-1,1.407307863E-2,-1.745423108E-1
3.373157792E0,-1.059030157E-1,2.819264263E-2,-1.747598273E-1
3.383101792E0,-8.728548110E-2,8.021502793E-3,-1.226973885E-1
3.393045792E0,-1.662585604E-1,2.706091404E-3,-1.041734093E-1
3.402989792E0,-2.784052330E-1,1.857806593E-2,-1.327598619E-1
3.412934792E0,-4.130800581E-1,-6.694184840E-3,-1.621345192E-1
3.422878792E0,-4.938681132E-1,-6.866970062E-2,-1.808146191E-1
3.432822792E0,-4.419927853E-1,-1.023546329E-1,-1.435555762E-1
3.442766792E0,-4.354953593E-1,-2.925537407E-2,-1.462604982E-1
3.452710792E0,-2.966836292E-1,5.814763606E-3,-2.815726697E-2
3.462654792E0,-3.007176232E-1,1.266205779E-1,7.745280325E-2
3.472599792E0,-1.104609203E-1,1.601514360E-1,2.703705740E-1
3.482543792E0,2.526581883E-2,1.748802799E-1,3.422919112E-1
3.492487792E0,-9.701115489E-3,6.331452817E-2,3.327118331E-1
3.502431792E0,7.625353932E-2,-5.023869216E-2,3.209741324E-1
3.512375792E0,1.078296733E-1,-1.695461574E-1,2.201529318E-1
3.522319792E0,2.022376478E-2,-2.630349496E-1,1.318605602E-2
3.532264792E0,-1.580280197E-1,-4.281129572E-1,-1.404460269E-1
3.542208792E0,-1.410178846E-1,-4.679655325E-1,-2.161610377E-1
3.552152792E0,-1.426960355E-1,-4.456356007E-1,-3.480291992E-1
3.562096792E0,-1.279645604E-1,-3.877472886E-1,-3.484578001E-1
3.572040792E0,-4.562816262E-2,-3.187521905E-1,-2.108236992E-1
3.581984792E0,1.139329970E-1,-2.013707981E-1,-1.428767145E-2
3.591929792E0,2.483879668E-1,-6.604137719E-3,2.069727230E-1
3.601873792E0,2.652039742E-1,1.214466691E-1,3.379275495E-1
3.611817792E0,2.465794230E-1,1.819203275E-1,4.908684915E-1
3.621761792E0,2.153979760E-1,1.924596414E-1,5.430478746E-1
3.631705792E0,1.716222113E-1,1.424305719E-1,4.896855998E-1
3.641650250E0,1.235849959E-1,1.332314399E-1,3.157052064E-1
3.651594250E0,8.295620263E-2,7.762208015E-2,1.110526586E-1
3.661538250E0,2.378062606E-2,6.285435230E-2,-9.975759208E-2
3.671482250E0,-6.696699142E-2,2.563273162E-2,-2.161850113E-1
3.681426250E0,-1.748615688E-1,1.655814528E-2,-2.603040075E-1
3.691370250E0,-2.451772606E-1,-2.245944768E-2,-2.325934678E-1
3.701315250E0,-2.972110480E-1,-7.383191496E-2,-1.794323373E-1
3.711259250E0,-2.777877671E-1,-1.301566815E-1,-1.466101617E-1
3.721203250E0,-2.256604242E-1,-2.103471512E-1,-8.036120832E-2
3.731147250E0,-2.007770133E-1,-2.762236369E-1,-3.963301241E-2
3.741091250E0,-2.328893369E-1,-4.169807357E-1,-9.331571460E-3
3.751035250E0,-1.373627901E-1,-4.643539998E-1,1.246158600E-2
3.760980250E0,-1.417370921E-1,-4.389621735E-1,-7.594422162E-2
3.770924250E0,-1.224249083E-1,-4.222411832E-1,-1.748077744E-1
3.780868250E0,-7.610969782E-2,-4.190833944E-1,-2.546655375E-1
3.790812250E0,-8.362336993E-2,-3.794424883E-1,-3.429105467E-1
