"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.502026500E0,9.648498734E0,1.551812793E1,-2.999508194E0
3.511970500E0,7.489094512E0,1.561897720E1,5.464831138E-1
3.521914500E0,4.306183137E0,1.496596951E1,4.401327276E0
3.531858500E0,9.112838817E-1,1.353945238E1,7.840765357E0
3.541802500E0,-1.303452835E0,1.234486154E1,8.851983417E0
3.551747500E0,-8.028583771E-1,1.155679253E1,6.157419798E0
3.561691500E0,4.066068395E0,1.094664259E1,-1.410700418E0
3.571635500E0,7.292071996E0,9.339252947E0,-9.228775070E0
3.581579500E0,7.178706179E0,3.569715800E0,-1.603464991E1
3.591524500E0,2.010183571E0,-6.026417609E0,5.338326627E0
3.601468500E0,-1.295189550E0,-1.309263271E1,1.395861120E1
3.611412500E0,-4.087811852E-1,-2.319262537E1,1.158393062E1
3.621356500E0,2.830821285E0,-2.889800395E1,7.728637980E0
3.631300500E0,5.616644737E0,-2.576646913E1,2.570896761E0
3.641245500E0,7.155644760E0,-1.500360219E1,-2.495472065E0
3.651189500E0,1.006378670E1,-7.217224127E0,-5.634394544E-1
3.661133500E0,1.062591112E1,-3.136000333E0,3.263705277E-1
3.671077500E0,1.016125979E1,7.397973257E-1,3.706940596E0
3.681022500E0,7.075688179E0,6.258134580E-1,1.027049396E1
3.690966500E0,-1.191113423E0,-3.416591256E0,1.322199417E1
3.700910500E0,-9.030094868E0,-6.584685202E0,1.379955290E1
3.710854500E0,-1.309837585E1,-9.564541488E0,1.041795606E1
3.720798500E0,-1.485820884E1,-1.342740803E1,3.250017823E0
3.730743500E0,-1.432849554E1,-1.628441607E1,-1.286693253E1
3.740687500E0,-1.116851636E1,-1.703209954E1,-2.029323672E1
3.750631500E0,-5.778994433E0,-1.381728400E1,-7.963691372E0
3.760575500E0,-4.877173685E0,-8.868500631E0,-3.382572740E0
3.770520500E0,-8.945462853E0,-5.403110268E0,-3.648424878E0
3.780464500E0,-1.280404456E1,-2.848931281E0,-4.872228403E0
3.790408500E0,-1.569807833E1,-4.517009175E-1,-5.101483988E0
3.800352500E0,-1.795072869E1,2.501531242E0,-4.157051656E0
3.810297500E0,-1.913697321E1,6.055792851E0,-4.772263527E0
3.820241500E0,-1.922161867E1,9.811567054E0,-8.211668279E0
3.830185500E0,-1.822209680E1,1.307687915E1,-1.035208133E1
3.840129500E0,-1.502094854E1,1.485515542E1,-8.264732931E0
3.850073500E0,-9.874304169E0,1.567488828E1,-6.250722064E0
3.860018500E0,-3.987298507E0,1.592987833E1,-5.747381462E0
3.869962500E0,1.145890546E0,1.495189409E1,-4.349963872E0
3.879906500E0,4.236252192E0,1.268690144E1,-1.482072994E0
3.889850500E0,4.151193330E0,9.847381250E0,4.114603794E-1
3.899794500E0,1.915087672E0,7.235413646E0,5.639545941E-1
3.909739500E0,-2.559647888E-2,5.255808381E0,-2.559179526E0
3.919683500E0,-5.120461711E0,1.386729757E0,-6.395396798E0
3.929627500E0,-9.341036932E0,-8.629690404E0,6.352174180E0
3.939571500E0,-1.076852471E1,-1.902017040E1,3.952202641E0
3.949516500E0,-1.129004489E1,-3.460688617E1,1.870827027E0
3.959460500E0,-8.450712395E0,-4.515296642E1,1.165538711E1
3.969404500E0,-4.831086224E0,-4.854065606E1,1.220531657E1
3.979348500E0,1.060058098E0,-4.226333794E1,1.003129372E1
3.989293500E0,5.828415685E0,-2.968833233E1,8.662007965E0
3.999237500E0,8.611803771E0,-2.010345247E1,6.051647760E0
4.009181500E0,1.048888513E1,-1.342324715E1,3.606070279E0
4.019125500E0,1.187495824E1,-8.653750527E0,5.974912264E-1
4.029069500E0,1.222563331E1,-4.394835112E0,-1.778554017E0
4.039014500E0,1.123000334E1,-3.341479093E-1,-2.974387386E0
4.048958500E0,9.693430493E0,3.738788041E0,-3.459657753E0
