"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.269579500E0,5.746549988E-1,-2.585573273E0,1.027164001E0
3.279524500E0,-2.253863068E0,-4.377646637E0,-4.755311279E0
3.289468500E0,-9.168134766E0,-1.149025589E1,-1.598076782E0
3.299412500E0,-1.217133957E1,-2.038026901E1,1.122515717E1
3.309356500E0,-1.550790115E1,-3.228097137E1,3.029100952E0
3.319300500E0,-1.545895294E1,-4.819198425E1,3.819457397E0
3.329245500E0,-1.295391220E1,-5.488606384E1,1.454210953E1
3.339189500E0,-9.247170410E0,-5.446723480E1,1.252206024E1
3.349133500E0,-4.512665863E0,-4.499897415E1,8.504265289E0
3.359077500E0,-1.050964508E0,-3.330139938E1,6.070326691E0
3.369022500E0,1.731150055E0,-2.437785599E1,4.050427094E0
3.378966500E0,3.713926849E0,-1.819002365E1,1.086440735E0
3.388910500E0,4.596641235E0,-1.351704117E1,-1.853445740E0
3.398854500E0,4.038302307E0,-9.519603882E0,-2.907254333E0
3.408798500E0,2.821183319E0,-5.735772400E0,-2.445764008E0
3.418743500E0,1.518143005E0,-2.594255219E0,-1.281036072E0
3.428687500E0,7.818241882E-1,4.686753845E-1,8.702902222E-1
3.438631500E0,2.327060852E0,2.914140015E0,1.463806000E0
3.448575500E0,3.571423187E0,4.587061157E0,1.292113037E0
3.458520500E0,4.721930695E0,5.649252319E0,7.812254333E-1
3.468464500E0,6.116730194E0,5.906267853E0,-7.295828247E-1
3.478408500E0,6.620432739E0,6.466852112E0,-3.690425720E0
3.488352500E0,6.206842804E0,6.750661926E0,-4.855003967E0
3.498297500E0,5.307213593E0,6.745722198E0,-2.340532837E0
3.508241500E0,3.518882446E0,6.665788422E0,1.106798401E0
3.518185500E0,6.390211487E-1,5.883066101E0,4.938829651E0
3.528129500E0,-2.561772766E0,4.384831696E0,8.446485443E0
3.538073500E0,-4.708458710E0,3.175945587E0,9.608968048E0
3.548018500E0,-4.226910095E0,2.410736847E0,7.085665283E0
3.557962500E0,6.077362061E-1,1.826202393E0,-3.649411011E-1
3.567906500E0,3.810027008E0,2.306703186E-1,-8.158634033E0
3.577850500E0,3.658691711E0,-5.524561615E0,-1.496707581E1
3.587795500E0,-1.586251373E0,-1.508098892E1,6.485712891E0
3.597739500E0,-5.001848602E0,-2.207639191E1,1.529609161E1
3.607683500E0,-4.197720795E0,-3.209415985E1,1.320958054E1
3.617627500E0,-9.448352051E-1,-3.773981964E1,9.678722992E0
3.627571500E0,1.963167572E0,-3.459605713E1,4.790488129E0
3.637516500E0,3.721111908E0,-2.387774597E1,-1.101708984E-1
3.647460500E0,6.945556641E0,-1.619332581E1,1.874252472E0
3.657404500E0,7.919581146E0,-1.225336899E1,2.731669464E0
3.667348500E0,7.981103210E0,-8.526568909E0,6.077062683E0
3.677293500E0,5.504952393E0,-8.759484558E0,1.265483414E1
3.687237500E0,-2.178569641E0,-1.285736298E1,1.569845490E1
3.697181500E0,-9.538913727E0,-1.600322113E1,1.649554733E1
3.707125500E0,-1.322365128E1,-1.888757309E1,1.346779358E1
3.717069500E0,-1.463102463E1,-2.262455200E1,6.655459900E0
3.727014500E0,-1.373962830E1,-2.541220505E1,-9.321116638E0
3.736958500E0,-1.024709106E1,-2.613445312E1,-1.675286224E1
3.746902500E0,-4.547842712E0,-2.288486069E1,-4.428241425E0
3.756846500E0,-3.346890106E0,-1.787567734E1,1.902543640E-1
3.766791500E0,-7.148235168E0,-1.434407135E1,-3.382965088E-2
3.776735500E0,-1.080737595E1,-1.173858948E1,-1.235830078E0
3.786679500E0,-1.361194382E1,-9.318422241E0,-1.459315338E0
3.796623500E0,-1.589574463E1,-6.377937012E0,-5.282514954E-1
3.806568500E0,-1.723381210E1,-2.879561920E0,-1.198258209E0
3.816512500E0,-1.759126877E1,7.737409973E-1,-4.762646027E0
3.826456500E0,-1.697006058E1,3.908372498E0,-7.095245361E0
3.836400500E0,-1.420635773E1,5.560337219E0,-5.235063629E0
3.846344500E0,-9.497150574E0,6.278693390E0,-3.456911316E0
3.856289500E0,-3.994443512E0,6.460864563E0,-3.183430023E0
